file	line	kind	name	tells_us	statement
instances/abelian/abelian_word_collapse.v	212	Lemma	freq_vec_ffun_in		Lemma freq_vec_ffun_in (w : pgg_word M L) :
instances/abelian/abelian_word_collapse.v	224	Lemma	abelian_word_eval_freq		Lemma abelian_word_eval_freq (w : pgg_word M L) :
instances/abelian/abelian_word_collapse.v	234	Lemma	abelian_achievable_sub	(* Search space bound: achievable elements are at most the image of freq_vecs *)	Lemma abelian_achievable_sub :
instances/abelian/abelian_word_collapse.v	244	Lemma	abelian_search_space_le		Lemma abelian_search_space_le :
instances/abelian/abelian_word_collapse.v	281	Lemma	ffun_to_tupleK		Lemma ffun_to_tupleK : cancel ffun_to_tuple tuple_to_ffun.
instances/abelian/abelian_word_collapse.v	284	Lemma	tuple_to_ffunK		Lemma tuple_to_ffunK : cancel tuple_to_ffun ffun_to_tuple.
instances/abelian/abelian_word_collapse.v	287	Lemma	sum_ffun_to_tuple		Lemma sum_ffun_to_tuple (f : {ffun 'I_r.+1 -> 'I_L.+1}) :
instances/abelian/abelian_word_collapse.v	294	Lemma	card_compositions		Lemma card_compositions :
instances/abelian/abelian_word_collapse.v	322	Lemma	freq_vecs_eq_compositions	(* freq_vecs is exactly compositions for r = pgg_ngens' M *)	Lemma freq_vecs_eq_compositions :
instances/abelian/abelian_word_collapse.v	326	Lemma	card_freq_vecs		Lemma card_freq_vecs :
instances/abelian/abelian_word_collapse.v	333	Theorem	abelian_search_space_bound	(* Combined bound *)	Theorem abelian_search_space_bound :
instances/abelian/pgg_abelian.v	51	Lemma	shift_unshiftK		Lemma shift_unshiftK : cancel shift_fun unshift_fun.
instances/abelian/pgg_abelian.v	58	Lemma	shift_fun_inj		Lemma shift_fun_inj : injective shift_fun.
instances/abelian/pgg_abelian.v	63	Lemma	ncycleE		Lemma ncycleE (i : 'I_N) :
instances/abelian/pgg_abelian.v	68	Lemma	ncycle_iter	(* Iterated application of the N-cycle *)	Lemma ncycle_iter (k : nat) (x : 'I_N) :
instances/abelian/pgg_abelian.v	79	Lemma	ncycle_expN		Lemma ncycle_expN : (ncycle ^+ N = 1 :> {perm 'I_N})%g.
instances/abelian/pgg_abelian.v	86	Lemma	ncycle_order	(* Full order of the canonical N-cycle *)	Lemma ncycle_order : #[ncycle]%g = N.
instances/abelian/pgg_abelian.v	113	Lemma	incl_morphM	(* Inclusion morphism: identity on the subgroup *)	Lemma incl_morphM : {in G &, {morph (@id gT) : x y / (x * y)%g}}.
instances/abelian/pgg_abelian.v	126	Lemma	tnth_cyclic_sigmas		Lemma tnth_cyclic_sigmas (i : 'I_1) : tnth cyclic_sigmas i = sigma.
instances/abelian/pgg_abelian.v	129	Lemma	cyclic_sigmas_gen		Lemma cyclic_sigmas_gen :
instances/abelian/pgg_abelian.v	142	Lemma	cyclic_G_abelian	(* Key property: cyclic groups are abelian *)	Lemma cyclic_G_abelian : abelian G.
instances/abelian/pgg_abelian.v	146	Lemma	cyclic_word_eval	(* Word evaluation in the cyclic (1-generator) instance *)	Lemma cyclic_word_eval (L : nat) (w : @pgg_word Cyclic_PGGTypes L) :
instances/abelian/pgg_abelian.v	154	Lemma	cyclic_search_space_le	(* Search space collapse: at most #[sigma] distinct elements reachable *)	Lemma cyclic_search_space_le (L : nat) :
instances/abelian/pgg_abelian.v	167	Lemma	cyclic_starts_2_uniq		Lemma cyclic_starts_2_uniq : uniq cyclic_starts_2.
instances/abelian/pgg_abelian.v	208	Lemma	dt_even_lt		Lemma dt_even_lt (i : 'I_Tg) : (val i).*2 < N.
instances/abelian/pgg_abelian.v	211	Lemma	dt_odd_lt		Lemma dt_odd_lt (i : 'I_Tg) : (val i).*2.+1 < N.
instances/abelian/pgg_abelian.v	219	Lemma	dt_gen_tupleE		Lemma dt_gen_tupleE (i : 'I_Tg) : tnth dt_gen_tuple i = dt_gen i.
instances/abelian/rigidity_abelian_instance.v	72	Lemma	abel_s1_neq_s2	(* Generators are distinct permutations *)	Lemma abel_s1_neq_s2 : abel_s1 != abel_s2.
instances/abelian/rigidity_abelian_instance.v	80	Lemma	abel_sigmas_distinct		Lemma abel_sigmas_distinct :
instances/abelian/rigidity_abelian_instance.v	102	Lemma	abel_weval_inj1	(* Word-eval injectivity at L=1: follows from generator injectivity *)	Lemma abel_weval_inj1 : @weval_inj M_abel 1.
instances/abelian/rigidity_abelian_instance.v	109	Lemma	abel_perm_endpoint_inj1	(* Direct endpoint SecurityWitness at L=1. Epsilon = 2*(4-2)/4 = 1.0, tighter than DPI bound 44/24 ≈ 1.83. Proof: (01) and (23) have disjoint support, so they map every sheet to distinct values. *)	Lemma abel_perm_endpoint_inj1 :
instances/abelian/rigidity_abelian_instance.v	181	Lemma	abel_complexity	(* Derived properties *)	Lemma abel_complexity (L : nat) :
instances/abelian/rigidity_abelian_instance.v	185	Lemma	abel_tradeoff		Lemma abel_tradeoff :
instances/denboer1989/five_card_group.v	80	Lemma	fc_sigmaK		Lemma fc_sigmaK : cancel fc_sigma_fun fc_sigma_inv.
instances/denboer1989/five_card_group.v	98	Lemma	fc_gK	Definition fc_g_inv := fc_g_fun. (* g is its own inverse *)	Lemma fc_gK : cancel fc_g_fun fc_g_inv.
instances/denboer1989/five_card_group.v	119	Lemma	fc_g_involution	(** Involution properties *)	Lemma fc_g_involution : is_involution fc_g.
instances/denboer1989/five_card_group.v	137	Lemma	fc_sigmasE		Lemma fc_sigmasE (i : 'I_1) : tnth fc_sigmas i = fc_sigma.
instances/denboer1989/five_card_group.v	140	Lemma	fc_gens_agree		Lemma fc_gens_agree (i : 'I_1) (x : 'I_5) :
instances/denboer1989/five_card_group.v	149	Lemma	fc_weval_inj1	(** Word-eval injectivity at L=1: trivially true since there's only 1 generator and it is not the identity. *)	Lemma fc_weval_inj1 : @weval_inj FiveCard_M 1.
instances/denboer1989/five_card_group.v	158	Lemma	fc_weval_inj4	(** Word-eval injectivity at L=4: the 4 words [0], [0,0], [0,0,0], [0,0,0,0] evaluate to sigma, sigma^2, sigma^3, sigma^4, all distinct since sigma has order 5. *)	Lemma fc_weval_inj4 : @weval_inj FiveCard_M 4.
instances/denboer1989/five_card_pismc.v	110	Lemma	fc_ts_correct	(** Correctness: reconstruction of valid shares returns the secret. *)	Lemma fc_ts_correct (s : bool) (shares : 5.-tuple bool) :
instances/denboer1989/five_card_pismc.v	115	Lemma	fc_ts_encode_valid	(** Canonical encoding is valid. *)	Lemma fc_ts_encode_valid (s : bool) : fc_ts_valid s (fc_ts_encode s).
instances/denboer1989/five_card_pismc.v	149	Lemma	fc_witness_size		Lemma fc_witness_size (s : bool) (i : nat) (v : bool) :
instances/denboer1989/five_card_pismc.v	156	Lemma	fc_witness_val		Lemma fc_witness_val s (i : 'I_5) v :
instances/denboer1989/five_card_pismc.v	160	Lemma	fc_witness_valid		Lemma fc_witness_valid s (i : 'I_5) v :
instances/denboer1989/five_card_pismc.v	167	Lemma	fc_witness_tnth		Lemma fc_witness_tnth s (i : 'I_5) v :
instances/denboer1989/five_card_pismc.v	178	Lemma	fc_ts_private	(** Privacy: any single card position (|C| < 2) can be matched by shares valid for a different secret. In the five-card trick, each individual card position is compatible with both AND=0 and AND=1, b…	Lemma fc_ts_private (s1 s2 : bool) (shares : 5.-tuple bool)
instances/denboer1989/five_card_program.v	68	Lemma	fc_arrange_size		Lemma fc_arrange_size (a b : bool) : size (fc_arrange a b) = 5.
instances/denboer1989/five_card_program.v	100	Lemma	fc_correct	(** Three consecutive hearts appear in the shuffled arrangement iff both input bits are 1. Proved by exhaustive computation over 4 (bool x bool) * 5 (shift) = 20 cases. *)	Lemma fc_correct (a b : bool) (k : nat) (Hk : k < 5) :
instances/denboer1989/five_card_program.v	108	Lemma	fc_arrange_size_proof	(******************************************************************************)	Lemma fc_arrange_size_proof (a b : bool) : size (fc_arrange a b) == 5.
instances/denboer1989/five_card_program.v	117	Lemma	fc_sigma_funE	(** [fc_sigma] applied to an ordinal equals the plain function [fc_sigma_fun] from [five_card_group.v]. *)	Lemma fc_sigma_funE (i : 'I_5) : fc_sigma i = fc_sigma_fun i.
instances/denboer1989/five_card_security.v	56	Lemma	fc_sigma_perm	(******************************************************************************)	Lemma fc_sigma_perm (x : 'I_5) : sigma x = fc_sigma_fun x.
instances/denboer1989/five_card_security.v	60	Lemma	fc_sigma5	(** sigma^5 = 1 by direct computation *)	Lemma fc_sigma5 : sigma ^+ 5 = 1 :> {perm 'I_5}.
instances/denboer1989/five_card_security.v	68	Lemma	fc_sigma_in_G	(** sigma is in G *)	Lemma fc_sigma_in_G : sigma \in G.
instances/denboer1989/five_card_security.v	76	Lemma	fc_sigma_pow_in_G	(** All powers of sigma are in G *)	Lemma fc_sigma_pow_in_G (k : nat) : sigma ^+ k \in G.
instances/denboer1989/five_card_security.v	85	Lemma	fc_pow0	(** We compute sigma^k(s) for k=0..4 and all s by direct expansion. *)	Lemma fc_pow0 (s : 'I_5) : (sigma ^+ 0) s = s.
instances/denboer1989/five_card_security.v	88	Lemma	fc_pow1		Lemma fc_pow1 (s : 'I_5) : val ((sigma ^+ 1) s) = (val s).+1 %% 5.
instances/denboer1989/five_card_security.v	95	Lemma	fc_reach	(** For each target x, we exhibit the power of sigma that maps s to x. *)	Lemma fc_reach (s x : 'I_5) :
instances/denboer1989/five_card_security.v	115	Lemma	fc_G_pos	(******************************************************************************)	Lemma fc_G_pos : (0 < #|G|)%N.
instances/denboer1989/five_card_security.v	122	Lemma	fc_orbit_full	(******************************************************************************)	Lemma fc_orbit_full (s : 'I_5) :
instances/denboer1989/five_card_security.v	138	Lemma	fc_pow_fix_zero	(** Helper: sigma^k fixes any sheet s implies k is a multiple of 5. *)	Lemma fc_pow_fix_zero (k : nat) (s : 'I_5) :
instances/denboer1989/five_card_security.v	150	Lemma	fc_fix_imp_id	(** Key: any element of G that fixes a sheet must be the identity. *)	Lemma fc_fix_imp_id (g : {perm 'I_5}) (s : 'I_5) :
instances/denboer1989/five_card_security.v	167	Lemma	fc_eval_inj		Lemma fc_eval_inj (s : 'I_5) :
instances/denboer1989/five_card_security.v	184	Lemma	fc_rho_id	(** For Gen_PGGTypes, pgg_rho = gen_incl_morph = id on {perm 'I_5}. So the image rhoG = G, and all G-level properties lift to rhoG. *)	Lemma fc_rho_id (g : {perm 'I_5}) : g \in G -> @pgg_rho FiveCard_M g = g.
instances/denboer1989/five_card_security.v	189	Lemma	fc_rhoG_eq		Lemma fc_rhoG_eq : [set rho x | x in G] = G.
instances/denboer1989/five_card_security.v	200	Lemma	fc_rhoG_pos	(******************************************************************************)	Lemma fc_rhoG_pos : (0 < #|[set rho x | x in G]|)%N.
instances/denboer1989/five_card_security.v	203	Lemma	fc_rhoG_regular		Lemma fc_rhoG_regular (s : 'I_5) :
instances/denboer1989/five_card_security.v	210	Lemma	fc_rhoG_trans		Lemma fc_rhoG_trans (s : 'I_5) :
instances/denboer1989/five_card_security.v	223	Lemma	fc_eps_zero		Lemma fc_eps_zero : sw_bound_eps fc_security_uniform = GRing.zero.
instances/denboer1989/five_card_security.v	245	Lemma	fc_HN5	(* Sheet count for FiveCard_M: 5 sheets (pgg_N' = 4). Verified definitionally since FiveCard_M = Gen_PGGTypes 0 3 fc_sigmas, so pgg_N' = 4. *)	Lemma fc_HN5 : (pgg_N' FiveCard_M).+1 = 5.
instances/denboer1989/five_card_security.v	265	Lemma	fc_genus0_automorphism	(** fc_genus0_automorphism — discharges [genus0_automorphism_bound] for the FiveCard instance by reducing to the concrete PGL bound [fc_genus0_pgl]. Kind: helper. Why: required to instantiate [fc_thr…	Lemma fc_genus0_automorphism :
instances/denboer1989/five_card_security.v	278	Lemma	fc_tradeoff	(* Verify tradeoff: genus-0 regime with T = k *)	Lemma fc_tradeoff :
instances/denboer1989/five_card_security.v	294	Lemma	fc_ts_recon_correct	(** Protocol reconstruction correctness: named instance-level re-export of [ar_protocol_correct]. *)	Lemma fc_ts_recon_correct (PI : PGGInterface FiveCard_M)
instances/denboer1989/five_card_session_types.v	46	Lemma	fc_dtype_eqP		Lemma fc_dtype_eqP : Equality.axiom fc_dtype_eqb.
instances/denboer1989/five_card_session_types.v	71	Lemma	from_card_FC_card		Lemma from_card_FC_card (v : bool) :
instances/denboer1989/five_card_session_types.v	75	Lemma	from_commit_FC_commit		Lemma from_commit_FC_commit (cs : seq bool) :
instances/kim2025/five_card_kim.v	118	Lemma	fc_kim_sigmasE	(** Each generator sigma^k acts as expected *)	Lemma fc_kim_sigmasE (k : 'I_5) : tnth fc_kim_sigmas k = (sigma ^+ val k)%g.
instances/kim2025/five_card_kim.v	163	Lemma	kim_weight_gt0		Lemma kim_weight_gt0 (k : 'I_5) : 0 < kim_weight_fun k.
instances/kim2025/five_card_kim.v	177	Lemma	kim_weight_ge0		Lemma kim_weight_ge0 : forall k : 'I_5, 0 <= kim_weight_fun k.
instances/kim2025/five_card_kim.v	180	Lemma	kim_weight_sum1		Lemma kim_weight_sum1 : \sum_(k in 'I_5) kim_weight_fun k = 1.
instances/kim2025/five_card_kim.v	217	Lemma	kim_weight_distE		Lemma kim_weight_distE (k : 'I_5) :
instances/kim2025/five_card_kim.v	254	Lemma	fc_kim_schreier_diag	(** Diagonal entries: Q(x,x) = W(0) = 1/5 - eps *)	Lemma fc_kim_schreier_diag (x : 'I_5) :
instances/kim2025/five_card_kim.v	270	Lemma	fc_kim_row_stochastic	(** Row stochastic: inherited from generic Schreier lemma *)	Lemma fc_kim_row_stochastic (x : 'I_5) :
instances/kim2025/five_card_kim.v	275	Lemma	fc_kim_col_stochastic	(** Column stochastic: for circulant matrices, column sums = row sums *)	Lemma fc_kim_col_stochastic (y : 'I_5) :
instances/kim2025/five_card_kim.v	296	Lemma	fc_kim_schreier_offdiag	(** Off-diagonal entries: Q(x,y) = W(y-x mod 5) = 1/5 + eps/4 for x != y *)	Lemma fc_kim_schreier_offdiag (x y : 'I_5) :
instances/kim2025/five_card_kim.v	312	Lemma	fc_kim_doubly_stochastic	(** Doubly stochastic *)	Lemma fc_kim_doubly_stochastic :
instances/kim2025/five_card_kim.v	351	Lemma	kim_slev_ge0		Lemma kim_slev_ge0 : 0 <= kim_slev.
instances/kim2025/five_card_kim.v	354	Lemma	kim_slev_lt1		Lemma kim_slev_lt1 : kim_slev < 1.
instances/kim2025/five_card_kim.v	367	Lemma	kim_spectral_gap_pos		Lemma kim_spectral_gap_pos : 0 < kim_spectral_gap.
instances/kim2025/five_card_kim.v	370	Lemma	kim_spectral_gap_le1		Lemma kim_spectral_gap_le1 : kim_spectral_gap <= 1.
instances/kim2025/five_card_kim.v	379	Lemma	kim_spectral_convergence	(** Spectral convergence bound. Proved via the uniform-off-diagonal convergence theorem (unif_offdiag_convergence from pgg_schreier_weighted.v): Kim's circulant Schreier matrix has constant diagonal …	Lemma kim_spectral_convergence : forall (L : nat) (s : 'I_5),
instances/kim2025/five_card_kim.v	425	Lemma	kim_var_dist_exact	(** Exact variation distance via the uniform-off-diagonal identity. The proof mirrors kim_spectral_convergence but calls unif_offdiag_var_dist (equality) instead of unif_offdiag_convergence (inequali…	Lemma kim_var_dist_exact (L : nat) (s : 'I_5) :
instances/kim2025/five_card_kim.v	477	Lemma	kim_slev_at_zero	(** When eps = 0, the bias disappears and we recover the uniform case *)	Lemma kim_slev_at_zero : eps = 0 -> kim_slev = 0.
instances/kim2025/five_card_kim.v	480	Lemma	kim_bound_at_zero		Lemma kim_bound_at_zero (L : nat) :
instances/kim2025/five_card_kim.v	486	Lemma	kim_security_at_zero		Lemma kim_security_at_zero (L : nat) :
instances/kim2025/five_card_kim.v	515	Lemma	fc_kim_security_bound	(** The security bound for L shuffles: var_dist <= sqrt(5) * ((5/4)*|eps|)^L *)	Lemma fc_kim_security_bound (eps : R)
instances/kim2025/rigidity_kim_instance.v	66	Lemma	kim_HN5	(* Sheet count for M_kim: 5 sheets (pgg_N' = 4). Verified definitionally since M_kim = Gen_PGGTypes 4 3 fc_kim_sigmas, so pgg_N' = 4. *)	Lemma kim_HN5 : (pgg_N' M_kim).+1 = 5.
instances/kim2025/rigidity_kim_instance.v	85	Lemma	kim_genus0_automorphism	(** kim_genus0_automorphism — discharges [genus0_automorphism_bound] for the Kim 2025 instance by reducing to the concrete PGL bound [kim_genus0_pgl]. Kind: helper. Why: required to instantiate [kim_…	Lemma kim_genus0_automorphism :
instances/kim2025/rigidity_kim_instance.v	99	Lemma	kim_complexity	(* Derived properties *)	Lemma kim_complexity (L : nat) :
instances/kim2025/rigidity_kim_instance.v	103	Lemma	kim_tradeoff		Lemma kim_tradeoff (L : nat) :
instances/kim2025/rigidity_kim_instance.v	119	Lemma	kim_ts_recon_correct	(** Protocol reconstruction correctness: named instance-level re-export of [ar_protocol_correct]. *)	Lemma kim_ts_recon_correct (L : nat) (PI : PGGInterface M_kim)
instances/s5/pgg_raag_s5.v	42	Lemma	s5_gens_agree		Lemma s5_gens_agree (i : 'I_4) (x : 'I_5) :
instances/s5/pgg_raag_s5.v	51	Lemma	s5_weval_inj1	(* Word-eval injectivity via nat-level boolean check + vm_compute *)	Lemma s5_weval_inj1 : @weval_inj (@Gen_PGGTypes 3 3 (path_gen_tuple 3)) 1.
instances/s5/pgg_raag_s5.v	60	Lemma	s5_nt_L1	(* N=5, Tg=4, comm = path (|i-j| >= 2) *)	Lemma s5_nt_L1 : n_traces_natB 4 1 path_comm_nat = 4.
instances/s5/pgg_raag_s5.v	63	Lemma	s5_nt_L2		Lemma s5_nt_L2 : n_traces_natB 4 2 path_comm_nat = 13.
instances/s5/pgg_raag_s5.v	66	Lemma	s5_nt_L3		Lemma s5_nt_L3 : n_traces_natB 4 3 path_comm_nat = 40.
instances/s5/rigidity_s5_instance.v	83	Lemma	s5_endpoint_bound_fiber	(* Fiber-counted endpoint bound: for each sheet s in 'I_5, var_dist(fdistmap perm_endpoint (rho_from_words 1 path_gen_tuple_3), uniform) <= 6/5. Achievable(1) = {(01),(12),(23),(34)} (4 adjacent tran…	Lemma s5_endpoint_bound_fiber :
instances/s5/rigidity_s5_instance.v	228	Lemma	s5_HN5_crypto	(* Sheet count: 5 sheets (pgg_N' = 4) — definitionally true. *)	Lemma s5_HN5_crypto : (pgg_N' R_s5).+1 = 5.
instances/s5/rigidity_s5_instance.v	232	Lemma	s5_genus0_pgl_crypto	(* PGL bound: |pgg_G R_s5| <= |{perm 'I_5}| = 5! = 120 = pgl_bound R_s5. *)	Lemma s5_genus0_pgl_crypto :
instances/s5/rigidity_s5_instance.v	274	Lemma	s5_HN5	(* Sheet count for R_s5: 5 sheets (pgg_N' = 4). Verified definitionally since R_s5 = Gen_PGGTypes 3 3 (path_gen_tuple 3), so pgg_N' = 4. *)	Lemma s5_HN5 : (pgg_N' R_s5).+1 = 5.
instances/s5/rigidity_s5_instance.v	291	Lemma	s5_genus0_automorphism	(** s5_genus0_automorphism — discharges [genus0_automorphism_bound] for the S_5 instance by reducing to the concrete PGL bound [s5_genus0_pgl]. Kind: helper. Why: required to instantiate [s5_threshol…	Lemma s5_genus0_automorphism :
instances/s5/rigidity_s5_instance.v	305	Lemma	s5_complexity	(* Derived properties *)	Lemma s5_complexity (L : nat) :
instances/s5/rigidity_s5_instance.v	311	Lemma	s5_search_chain		Lemma s5_search_chain (L : nat) :
instances/s5/rigidity_s5_instance.v	316	Lemma	s5_tradeoff		Lemma s5_tradeoff :
instances/s5/rigidity_s5_instance.v	332	Lemma	s5_ts_recon_correct	(** Protocol reconstruction correctness: named instance-level re-export of [ar_protocol_correct]. Takes a [PGGInterface] as a parameter since the S5 instance is parameterised over the starting-card c…	Lemma s5_ts_recon_correct (PI : PGGInterface R_s5)
instances/s5/s5_mixing.v	55	Lemma	s5_alpha_R_ge0		Lemma s5_alpha_R_ge0 (R : realType) : 0 <= s5_alpha_R R.
instances/s5/s5_mixing.v	61	Lemma	s5_alpha_R_le1		Lemma s5_alpha_R_le1 (R : realType) : s5_alpha_R R <= 1.
instances/s5/s5_mixing.v	67	Lemma	s5_alpha_R_lt1		Lemma s5_alpha_R_lt1 (R : realType) : s5_alpha_R R < 1.
instances/s5/s5_mixing.v	77	Lemma	path_gen_tuple_3_invol	(******************************************************************************)	Lemma path_gen_tuple_3_invol :
instances/s5/s5_mixing.v	160	Lemma	s5_sos_diagonal_nonneg	(** s5_sos_diagonal_nonneg — every entry of [s5_sos_diagonal] is nonneg in [rat]. Kind: helper. Why: discharges the D-nonnegativity premise needed when the SoS certificate is consumed to prove a Rayl…	Lemma s5_sos_diagonal_nonneg : forall k,
instances/s5/s5_mixing.v	184	Lemma	s5_spectral_convergence_proved	(******************************************************************************)	Lemma s5_spectral_convergence_proved
instances/s5/s5_mixing.v	209	Lemma	s5_gap_R_pos		Lemma s5_gap_R_pos (R : realType) : 0 < s5_gap_R R.
instances/s5/s5_mixing.v	215	Lemma	s5_gap_R_le1		Lemma s5_gap_R_le1 (R : realType) : s5_gap_R R <= 1.
instances/s5/s5_mixing.v	221	Lemma	s5_gap_R_one_minus		Lemma s5_gap_R_one_minus (R : realType) : 1 - s5_gap_R R = s5_alpha_R R.
instances/s5/s5_mixing.v	224	Lemma	s5_spectral_convergence_gap		Lemma s5_spectral_convergence_gap
instances/s5x5/pgg_s5x5.v	86	Lemma	s5x5_gens_agree	(******************************************************************************)	Lemma s5x5_gens_agree (i : 'I_8) (x : 'I_10) :
instances/s5x5/pgg_s5x5.v	105	Lemma	s5x5_weval_inj1	(******************************************************************************)	Lemma s5x5_weval_inj1 : @weval_inj M_s5x5 1.
instances/s5x5/pgg_s5x5.v	136	Lemma	s5x5_nt_L1	(******************************************************************************)	Lemma s5x5_nt_L1 : n_traces_natB 8 1 s5x5_comm_nat = 8.
instances/s5x5/pgg_s5x5.v	139	Lemma	s5x5_nt_L2		Lemma s5x5_nt_L2 : n_traces_natB 8 2 s5x5_comm_nat = 42.
instances/s5x5/rigidity_s5x5_instance.v	87	Lemma	s5x5_endpoint_bound_fiber		Lemma s5x5_endpoint_bound_fiber :
instances/s5x5/rigidity_s5x5_instance.v	282	Lemma	s5x5_hurwitz	(* Riemann-Hurwitz: 2*3 + 2*|G| = |G|*(2*0) + ramif + 2 6 + 2*14400 = 28804 + 2 = 28806 *)	Lemma s5x5_hurwitz :
instances/s5x5/rigidity_s5x5_instance.v	295	Lemma	s5x5_n_branch_le	(** s5x5_n_branch_le — 6 <= 28804, the concrete branch-count-vs-total-ramif inequality for the S_5 x S_5 instance. Kind: helper. Why: discharges the [cd_ramif_ge_n_branch] field required when buildin…	Lemma s5x5_n_branch_le : (6 <= 28804)%N. Proof. by []. Qed.
instances/s5x5/rigidity_s5x5_instance.v	312	Lemma	s5x5_cs_gap	(* Gap: ts_T <= ts_k + 2 * genus = 5 + 6 = 11 >= 10 *)	Lemma s5x5_cs_gap :
instances/s5x5/rigidity_s5x5_instance.v	317	Lemma	s5x5_preserves_pile1	(* Pile preservation: the monodromy of S_5 × S_5 preserves {0..4} *)	Lemma s5x5_preserves_pile1 :
instances/s5x5/rigidity_s5x5_instance.v	322	Lemma	s5x5_perm_compatible		Lemma s5x5_perm_compatible :
instances/s5x5/rigidity_s5x5_instance.v	341	Lemma	s5x5_genus0_pgl	(* genus = 3 ≠ 0 → the PGL hypothesis is vacuously true *)	Lemma s5x5_genus0_pgl :
instances/s5x5/rigidity_s5x5_instance.v	352	Lemma	s5x5_genus0_automorphism	(** s5x5_genus0_automorphism — discharges [genus0_automorphism_bound] for the S_5 x S_5 instance. Because the genus is 3, the genus-0 branch is vacuous and the obligation is discharged by [s5x5_genus…	Lemma s5x5_genus0_automorphism :
instances/s5x5/rigidity_s5x5_instance.v	373	Lemma	s5x5_complexity	(* --- Derived properties --- *)	Lemma s5x5_complexity (L : nat) :
instances/s5x5/rigidity_s5x5_instance.v	377	Lemma	s5x5_tradeoff		Lemma s5x5_tradeoff :
instances/s5x5/rigidity_s5x5_instance.v	390	Lemma	s5x5_large_group	(* The main point: genus > 0 is forced by |G| > pgl_bound *)	Lemma s5x5_large_group :
instances/s5x5/rigidity_s5x5_instance.v	396	Lemma	s5x5_ts_recon_correct	(** Protocol reconstruction correctness: named instance-level re-export of [ar_protocol_correct]. Takes a [PGGInterface] as a parameter. *)	Lemma s5x5_ts_recon_correct (PI : PGGInterface R_s5x5)
instances/s5x5/s5x5_mixing.v	58	Lemma	s5_lazy_gen_invol		Lemma s5_lazy_gen_invol :
instances/s5x5/s5x5_mixing.v	101	Lemma	s5_lazy_tnth_0	(* tnth values of s5_lazy_gen_tuple at the 8 indices. The first 4 are path transpositions on 'I_5, the last 4 are identities. *)	Lemma s5_lazy_tnth_0 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=0) erefl) = tperm o0 o1.
instances/s5x5/s5x5_mixing.v	103	Lemma	s5_lazy_tnth_1		Lemma s5_lazy_tnth_1 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=1) erefl) = tperm o1 o2.
instances/s5x5/s5x5_mixing.v	105	Lemma	s5_lazy_tnth_2		Lemma s5_lazy_tnth_2 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=2) erefl) = tperm o2 o3.
instances/s5x5/s5x5_mixing.v	107	Lemma	s5_lazy_tnth_3		Lemma s5_lazy_tnth_3 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=3) erefl) = tperm o3 o4.
instances/s5x5/s5x5_mixing.v	109	Lemma	s5_lazy_tnth_4		Lemma s5_lazy_tnth_4 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=4) erefl) = 1%g.
instances/s5x5/s5x5_mixing.v	111	Lemma	s5_lazy_tnth_5		Lemma s5_lazy_tnth_5 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=5) erefl) = 1%g.
instances/s5x5/s5x5_mixing.v	113	Lemma	s5_lazy_tnth_6		Lemma s5_lazy_tnth_6 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=6) erefl) = 1%g.
instances/s5x5/s5x5_mixing.v	115	Lemma	s5_lazy_tnth_7		Lemma s5_lazy_tnth_7 : tnth s5_lazy_gen_tuple (Ordinal (n:=8) (m:=7) erefl) = 1%g.
instances/s5x5/s5x5_mixing.v	119	Lemma	path_gen_3_tnth_0	(* Path generator tuple at the 4 indices. *)	Lemma path_gen_3_tnth_0 :
instances/s5x5/s5x5_mixing.v	125	Lemma	path_gen_3_tnth_1		Lemma path_gen_3_tnth_1 :
instances/s5x5/s5x5_mixing.v	131	Lemma	path_gen_3_tnth_2		Lemma path_gen_3_tnth_2 :
instances/s5x5/s5x5_mixing.v	137	Lemma	path_gen_3_tnth_3		Lemma path_gen_3_tnth_3 :
instances/s5x5/s5x5_mixing.v	146	Lemma	schreier_gen_count_eq_sum	(* For any generator tuple, we can express schreier_gen_count via a sum using sum1dep_card. *)	Lemma schreier_gen_count_eq_sum (m n' : nat) (sigmas : (m.+1).-tuple {perm 'I_n'.+2})
instances/s5x5/s5x5_mixing.v	156	Lemma	sum_8_enum	(* Enumerate sum over 'I_8, right-associative form (matches big_ord_recl output). *)	Lemma sum_8_enum (f : 'I_8 -> nat) :
instances/s5x5/s5x5_mixing.v	173	Lemma	sum_4_enum	(* Enumerate sum over 'I_4, right-associative form. *)	Lemma sum_4_enum (f : 'I_4 -> nat) :
instances/s5x5/s5x5_mixing.v	186	Lemma	s5_lazy_count_eq	(* Lazy generator count = path generator count + (4 if i=j else 0). *)	Lemma s5_lazy_count_eq (i j : 'I_5) :
instances/s5x5/s5x5_mixing.v	202	Lemma	s5_lazy_Q_eq	(* The Q matrix formula: Q_lazy = (Q_s5 + I) / 2. *)	Lemma s5_lazy_Q_eq (i j : 'I_5) :
